crop_name,variety_name,crop_type,growth_stage,soil_type,soil_texture,soil_pH,soil_organic_matter_pct,soil_nitrogen,soil_phosphorus,soil_potassium,soil_salinity,weather_temp_C,weather_min_temp_C,weather_max_temp_C,weather_rainfall_mm,weather_humidity_pct,weather_wind_speed_kmph,weather_sunlight_hours,irrigation_type,irrigation_frequency_per_week,irrigation_volume_liters_per_hectare,recommended_crop,recommended_variety,fertilizer_type,fertilizer_brand,fertilizer_dosage_kg_per_hectare,fertilizer_application_stage,pest_disease_detected,disease_severity,treatment_suggested,treatment_method,yield_prediction_kg_per_hectare,expected_yield_range,harvest_time_days,harvest_method,post_harvest_storage,market_price_per_kg,market_demand_index,budget_estimate_usd,cost_breakdown_fertilizer_usd,cost_breakdown_labor_usd,cost_breakdown_irrigation_usd,profit_prediction_usd,gm_crop,gm_trait,planting_strategy_notes,sustainability_score,last_updated
Maize,Maize_Variety_2,Fiber,Flowering,Peaty,Fine,7.18,2.81,57,20,99,0.35,17.8,14.317014925612249,20.078275498609052,421.2,83.5,9.1,4.1,Drip,3,3072.8,Rice,Rice_Variety_3,DAP,Brand_1,295.6,Post-emergence,Aphids,Low,Neem Oil,Seed Treatment,6817.9,6136-7499,93,Mechanical,Warehouse,8.88,0.79,6056.95,1309.33,3324.89,1406.6,54486.0,Yes,Pest Resistance,Plant Maize in Peaty soil with Drip irrigation.,0.12,2024-10-01
Sugarcane,Sugarcane_Variety_4,Legume,Vegetative,Chalky,Medium,7.75,1.9,88,18,40,0.94,20.5,16.552478724100027,22.50543625338662,939.3,80.9,11.6,8.5,Sprinkler,1,1372.9,Potato,Potato_Variety_5,DAP,Brand_6,191.0,Flowering,Blight,Low,Fungicide B,Spray,6745.5,6070-7420,194,Manual,Cold Storage,14.5,0.81,15476.28,1359.55,1707.9,976.54,82333.47,Yes,Drought Resistance,Plant Sugarcane in Chalky soil with Sprinkler irrigation.,0.04,2025-01-14
Wheat,Wheat_Variety_3,Cereal,Vegetative,Loamy,Medium,7.07,4.52,73,15,51,0.41,31.2,27.074079238674557,33.31386893544988,337.9,34.7,16.9,7.6,Sprinkler,2,4478.7,Barley,Barley_Variety_5,Vermicompost,Brand_6,253.9,Pre-plant,Leaf Spot,Low,Fungicide B,Spray,2178.2,1960-2396,104,Manual,Cold Storage,25.68,0.19,17394.34,1829.15,4878.52,972.07,38541.84,Yes,Drought Resistance,Plant Wheat in Loamy soil with Sprinkler irrigation.,0.4,2025-02-25
Potato,Potato_Variety_5,Legume,Vegetative,Chalky,Coarse,7.01,1.85,48,30,86,0.29,15.1,11.318934758493231,18.794880221176548,631.7,75.6,6.8,10.0,Drip,2,4520.8,Barley,Barley_Variety_2,Urea,Brand_6,166.5,Post-emergence,None,None,None,None,1300.0,1170-1430,113,Mechanical,Cold Storage,31.61,0.78,5052.13,1139.38,3176.91,785.43,36040.87,Yes,Pest Resistance,Plant Potato in Chalky soil with Drip irrigation.,0.28,2024-05-02
Maize,Maize_Variety_5,Fiber,Flowering,Clay,Fine,7.88,1.03,91,99,73,0.74,22.2,18.131885509629644,24.329334662338475,1093.4,50.5,17.9,5.9,Manual,2,542.5,Maize,Maize_Variety_5,Urea,Brand_2,124.8,Pre-plant,Aphids,None,Biological Control,Soil Drench,7412.4,6671-8153,189,Manual,Cold Storage,34.03,0.81,18206.67,1841.52,3139.11,720.81,234037.3,Yes,High Yield,Plant Maize in Clay soil with Manual irrigation.,0.56,2024-11-23
Soybean,Soybean_Variety_5,Fiber,Vegetative,Peaty,Medium,7.35,1.08,58,50,80,0.17,35.1,30.16799549740674,37.970269498098354,426.8,86.6,19.3,10.7,Manual,7,1696.1,Potato,Potato_Variety_4,Vermicompost,Brand_9,182.2,Post-emergence,None,None,None,None,2845.0,2560-3129,171,Manual,Cold Storage,36.53,0.63,9886.83,1853.68,2828.95,569.12,94041.02,Yes,High Yield,Plant Soybean in Peaty soil with Manual irrigation.,0.92,2024-05-31
Cotton,Cotton_Variety_1,Cereal,Vegetative,Loamy,Medium,6.88,4.59,59,92,96,0.12,34.6,29.60050052731276,38.457171892080176,390.5,61.7,9.8,4.5,Surface,2,1591.6,Cotton,Cotton_Variety_5,Urea,Brand_10,218.6,Pre-plant,Root Rot,High,None,Soil Drench,5236.2,4712-5759,85,Mechanical,Cold Storage,23.42,0.67,13281.87,1591.92,2026.8,1005.84,109349.93,No,None,Plant Cotton in Loamy soil with Surface irrigation.,0.93,2024-06-10
Rice,Rice_Variety_5,Tuber,Harvesting,Loamy,Fine,5.59,4.0,13,44,81,0.24,38.3,34.55069795299799,42.31471114479077,853.3,72.1,18.6,8.7,Manual,5,2304.1,Wheat,Wheat_Variety_2,Compost,Brand_8,151.3,Flowering,Root Rot,Medium,Pesticide A,Spray,3476.0,3128-3823,144,Manual,Open Shed,24.48,0.8,19146.97,1131.78,2979.29,894.01,65945.51,No,None,Plant Rice in Loamy soil with Manual irrigation.,0.29,2025-01-29
Wheat,Wheat_Variety_4,Fiber,Seeding,Silty,Medium,5.58,1.98,13,4,66,0.25,32.7,28.129070619499018,36.486319724637305,1122.4,55.2,16.0,9.4,Drip,1,4491.4,Wheat,Wheat_Variety_4,Urea,Brand_10,193.8,Post-emergence,Stem Borer,Medium,Fungicide B,Seed Treatment,1233.8,1110-1357,175,Manual,Open Shed,42.65,0.16,10093.31,1443.62,3897.43,528.08,42528.26,No,None,Plant Wheat in Silty soil with Drip irrigation.,0.04,2024-07-12
Sugarcane,Sugarcane_Variety_5,Tuber,Harvesting,Silty,Coarse,6.67,1.78,76,29,3,0.33,31.0,26.240244430947325,33.994361588570854,739.7,55.5,4.7,5.2,Surface,3,4869.6,Wheat,Wheat_Variety_1,NPK,Brand_3,113.8,Pre-plant,Leaf Spot,Low,Neem Oil,Seed Treatment,6201.3,5581-6821,84,Mechanical,Cold Storage,10.61,0.95,19206.27,1976.27,4457.44,1045.85,46589.52,No,None,Plant Sugarcane in Silty soil with Surface irrigation.,0.1,2024-12-06
Wheat,Wheat_Variety_3,Legume,Flowering,Clay,Medium,7.18,2.42,1,30,85,1.47,28.6,25.547823505015533,30.865061330772836,286.9,73.3,11.0,4.7,Drip,5,777.6,Wheat,Wheat_Variety_1,Urea,Brand_2,146.9,Post-emergence,Leaf Spot,None,Neem Oil,Spray,2344.7,2110-2579,174,Mechanical,Warehouse,45.41,0.17,7010.96,1729.91,1493.8,794.32,99461.87,Yes,Pest Resistance,Plant Wheat in Clay soil with Drip irrigation.,0.28,2024-12-31
Rice,Rice_Variety_1,Fiber,Vegetative,Silty,Coarse,5.89,3.55,100,68,67,1.22,22.1,17.391149632297314,24.575568341832575,953.9,70.6,16.9,11.6,Drip,7,2326.9,Barley,Barley_Variety_1,Compost,Brand_1,174.8,Post-emergence,Blight,Medium,Biological Control,Seed Treatment,6587.0,5928-7245,88,Mechanical,Cold Storage,48.71,0.14,16180.13,1358.41,4864.14,833.64,304672.64,No,None,Plant Rice in Silty soil with Drip irrigation.,0.3,2024-11-05
Maize,Maize_Variety_2,Tuber,Flowering,Silty,Fine,6.95,2.73,75,27,36,0.72,36.4,31.701327520141007,40.76811882262485,1031.6,49.0,13.3,8.8,Sprinkler,6,3705.9,Rice,Rice_Variety_2,Compost,Brand_7,107.9,Post-emergence,Leaf Spot,None,None,Soil Drench,3115.7,2804-3427,139,Manual,Cold Storage,24.33,0.96,9066.78,1617.25,4479.96,503.91,66738.2,Yes,Drought Resistance,Plant Maize in Silty soil with Sprinkler irrigation.,0.59,2024-06-28
Barley,Barley_Variety_2,Tuber,Flowering,Peaty,Fine,6.11,3.75,23,80,99,1.32,19.6,15.789643168073418,24.510753257097733,557.8,57.6,19.6,9.7,Drip,2,659.6,Maize,Maize_Variety_1,Vermicompost,Brand_7,237.1,Flowering,Blight,Low,Biological Control,Spray,4470.5,4023-4917,80,Manual,Warehouse,21.11,0.98,18018.51,673.97,1253.88,784.19,76353.75,Yes,High Yield,Plant Barley in Peaty soil with Drip irrigation.,0.69,2024-05-22
Cotton,Cotton_Variety_5,Cereal,Vegetative,Chalky,Fine,6.86,1.0,40,71,64,1.47,20.0,17.101244254251498,24.74749137648937,968.0,34.3,2.1,7.3,Surface,7,2219.1,Soybean,Soybean_Variety_3,Compost,Brand_2,167.5,Pre-plant,Blight,Low,Pesticide A,Seed Treatment,1151.5,1036-1266,87,Mechanical,Warehouse,30.55,0.04,10098.49,1026.29,3061.11,1195.86,25079.84,Yes,High Yield,Plant Cotton in Chalky soil with Surface irrigation.,0.69,2024-08-19
Potato,Potato_Variety_2,Cereal,Harvesting,Sandy,Medium,6.47,3.31,25,76,53,0.16,23.5,20.389941492390587,25.70316477075459,1194.1,60.3,11.1,7.5,Manual,7,1392.6,Potato,Potato_Variety_1,MOP,Brand_8,159.8,Post-emergence,Stem Borer,Low,Neem Oil,Soil Drench,1241.9,1117-1366,176,Manual,Cold Storage,31.35,0.73,11389.03,779.81,4630.52,1378.15,27544.54,Yes,High Yield,Plant Potato in Sandy soil with Manual irrigation.,0.21,2024-08-13
Barley,Barley_Variety_2,Fiber,Flowering,Sandy,Coarse,6.07,4.71,83,3,78,0.53,35.0,32.90309383659077,37.11719051417523,453.1,44.1,19.4,6.3,Manual,3,4937.9,Potato,Potato_Variety_4,MOP,Brand_7,105.4,Flowering,Stem Borer,High,Neem Oil,Soil Drench,4886.9,4398-5375,109,Mechanical,Open Shed,26.81,0.61,16008.7,591.74,4026.32,1285.51,115009.09,No,None,Plant Barley in Sandy soil with Manual irrigation.,0.33,2024-04-30
Cotton,Cotton_Variety_4,Legume,Harvesting,Sandy,Coarse,5.52,3.51,47,9,19,1.24,15.4,13.01930086530245,19.725704692370822,485.4,62.2,3.2,9.1,Surface,6,3719.6,Barley,Barley_Variety_1,NPK,Brand_2,64.7,Flowering,Blight,None,None,Soil Drench,4990.4,4491-5489,195,Manual,Open Shed,37.09,0.64,13711.66,1277.02,2208.79,1145.54,171382.28,Yes,Pest Resistance,Plant Cotton in Sandy soil with Surface irrigation.,0.72,2024-05-16
Barley,Barley_Variety_5,Tuber,Vegetative,Peaty,Medium,6.25,2.62,52,97,9,0.31,21.7,17.36064934830917,24.6322778869078,354.8,82.1,4.0,5.0,Surface,1,706.7,Cotton,Cotton_Variety_3,Compost,Brand_3,282.6,Flowering,Leaf Spot,None,Neem Oil,Spray,5603.8,5043-6164,168,Mechanical,Cold Storage,12.4,0.68,7183.24,970.97,2915.38,798.9,62303.88,Yes,None,Plant Barley in Peaty soil with Surface irrigation.,0.99,2024-09-13
Rice,Rice_Variety_5,Tuber,Vegetative,Silty,Fine,7.16,3.12,86,32,59,0.35,30.7,28.358873816782197,34.394891404190645,485.5,31.7,10.1,7.2,Manual,4,3653.4,Cotton,Cotton_Variety_4,NPK,Brand_1,116.4,Pre-plant,None,None,None,None,4161.6,3745-4577,104,Manual,Open Shed,41.9,0.79,7664.69,1725.39,1248.76,1456.04,166706.35,Yes,None,Plant Rice in Silty soil with Manual irrigation.,0.31,2025-02-09
Barley,Barley_Variety_4,Fiber,Seeding,Clay,Medium,7.84,3.39,14,98,90,1.02,37.4,35.28615047745486,39.857760442392554,1189.0,32.7,14.1,10.8,Manual,5,3132.7,Soybean,Soybean_Variety_2,MOP,Brand_3,135.3,Flowering,Stem Borer,None,Neem Oil,Seed Treatment,1156.2,1040-1271,190,Mechanical,Open Shed,48.7,0.98,16365.95,1603.82,4995.58,616.74,39940.99,No,None,Plant Barley in Clay soil with Manual irrigation.,0.51,2024-09-16
Cotton,Cotton_Variety_4,Cereal,Vegetative,Loamy,Medium,7.8,4.28,46,85,77,0.11,26.7,23.416736338000096,31.37446248338342,897.4,51.2,16.8,4.2,Drip,5,4626.9,Soybean,Soybean_Variety_2,Urea,Brand_2,224.5,Pre-plant,Stem Borer,Low,None,Spray,3256.7,2931-3582,196,Mechanical,Warehouse,8.57,0.18,18157.33,915.37,4934.11,680.12,9752.59,No,None,Plant Cotton in Loamy soil with Drip irrigation.,0.82,2024-06-05
Sugarcane,Sugarcane_Variety_3,Fiber,Seeding,Loamy,Fine,7.91,3.36,57,67,76,0.43,36.9,34.234721122565304,39.602604391644874,979.5,30.8,18.8,6.3,Surface,1,3304.7,Wheat,Wheat_Variety_1,DAP,Brand_6,160.3,Post-emergence,Leaf Spot,None,Pesticide A,Seed Treatment,7815.5,7033-8597,150,Mechanical,Cold Storage,34.71,0.94,14439.95,1827.64,3790.74,826.51,256836.05,No,None,Plant Sugarcane in Loamy soil with Surface irrigation.,0.45,2024-10-03
Soybean,Soybean_Variety_2,Fiber,Vegetative,Sandy,Coarse,7.23,4.69,94,80,12,0.77,23.9,20.467476829984207,27.972772549927306,551.1,69.2,6.5,9.4,Sprinkler,3,1577.4,Potato,Potato_Variety_5,NPK,Brand_7,95.6,Flowering,Leaf Spot,High,None,Soil Drench,2440.4,2196-2684,199,Manual,Cold Storage,16.96,0.29,6441.62,1453.12,2759.97,513.16,34947.56,Yes,High Yield,Plant Soybean in Sandy soil with Sprinkler irrigation.,0.45,2024-05-20
Soybean,Soybean_Variety_3,Cereal,Vegetative,Peaty,Coarse,5.57,2.53,35,64,79,0.43,25.5,22.32253850997889,29.501017243359055,1007.9,63.8,17.0,11.2,Drip,2,2514.4,Wheat,Wheat_Variety_1,MOP,Brand_6,236.9,Flowering,Aphids,High,Biological Control,Soil Drench,6458.6,5812-7104,164,Manual,Warehouse,28.78,0.17,7725.2,504.3,2087.7,597.63,178153.31,Yes,Drought Resistance,Plant Soybean in Peaty soil with Drip irrigation.,0.47,2024-05-16
Sugarcane,Sugarcane_Variety_4,Legume,Harvesting,Silty,Fine,6.84,3.46,5,36,15,1.49,26.7,23.857450750610532,30.374470664311886,663.3,40.5,9.5,4.3,Manual,6,3245.1,Barley,Barley_Variety_3,MOP,Brand_7,253.6,Post-emergence,Root Rot,Medium,Fungicide B,Spray,1856.8,1671-2042,119,Mechanical,Open Shed,21.81,0.59,14282.18,708.22,4798.35,810.66,26214.63,Yes,High Yield,Plant Sugarcane in Silty soil with Manual irrigation.,0.9,2024-04-30
Maize,Maize_Variety_4,Fiber,Vegetative,Sandy,Medium,6.36,1.88,33,34,63,1.13,19.1,15.015860057604101,22.621240870715184,350.1,63.1,1.5,10.4,Manual,4,4589.4,Wheat,Wheat_Variety_3,DAP,Brand_10,113.1,Post-emergence,Root Rot,High,Neem Oil,Soil Drench,2577.2,2319-2834,147,Manual,Cold Storage,27.02,0.1,17547.45,633.32,1138.83,1176.4,52088.49,No,None,Plant Maize in Sandy soil with Manual irrigation.,0.67,2024-09-19
Potato,Potato_Variety_3,Cereal,Seeding,Silty,Coarse,7.0,1.2,58,14,46,0.72,17.3,13.255038085499443,20.714345837598408,224.5,89.4,2.7,6.3,Manual,5,4754.0,Wheat,Wheat_Variety_2,NPK,Brand_9,203.0,Pre-plant,Blight,None,Biological Control,Soil Drench,2984.2,2685-3282,143,Manual,Open Shed,37.85,0.8,9688.6,989.77,2787.95,1448.68,103263.37,No,None,Plant Potato in Silty soil with Manual irrigation.,0.81,2024-05-24
Soybean,Soybean_Variety_3,Fiber,Seeding,Loamy,Coarse,5.94,4.49,64,13,35,0.2,24.9,20.45948629154227,29.69744173743532,893.1,39.4,12.1,7.2,Manual,6,4745.6,Sugarcane,Sugarcane_Variety_3,Urea,Brand_4,183.6,Post-emergence,None,None,None,None,3732.4,3359-4105,186,Mechanical,Cold Storage,39.37,0.6,15827.24,1626.74,2001.95,1181.53,131117.35,No,None,Plant Soybean in Loamy soil with Manual irrigation.,0.38,2024-07-30
Maize,Maize_Variety_4,Legume,Vegetative,Clay,Coarse,6.05,3.46,87,16,12,0.71,38.0,33.53832513314755,41.6862161419725,476.8,32.2,8.3,7.3,Drip,6,3848.9,Barley,Barley_Variety_3,DAP,Brand_7,194.1,Flowering,Blight,High,Biological Control,Spray,5812.9,5231-6394,194,Mechanical,Open Shed,5.06,0.47,12084.15,1363.03,3830.85,903.99,17329.12,Yes,None,Plant Maize in Clay soil with Drip irrigation.,0.81,2024-08-08
Maize,Maize_Variety_2,Tuber,Harvesting,Loamy,Coarse,5.68,2.14,1,54,45,0.37,21.6,19.343834781434367,24.898133981738244,420.4,76.4,8.3,9.8,Surface,3,583.6,Barley,Barley_Variety_5,NPK,Brand_8,185.7,Post-emergence,Leaf Spot,None,Pesticide A,Spray,3665.1,3298-4031,184,Mechanical,Cold Storage,24.89,0.79,18667.18,1907.83,4327.16,828.27,72557.16,No,None,Plant Maize in Loamy soil with Surface irrigation.,0.62,2024-04-28
Cotton,Cotton_Variety_3,Legume,Seeding,Clay,Coarse,5.91,4.36,5,77,100,0.58,23.4,20.147640878747282,28.358410211942445,684.3,89.8,15.6,4.6,Drip,2,706.2,Cotton,Cotton_Variety_4,Urea,Brand_6,142.0,Post-emergence,Leaf Spot,None,Pesticide A,Seed Treatment,2860.0,2574-3146,149,Mechanical,Warehouse,19.8,0.87,17161.0,914.71,3663.31,1031.48,39467.0,Yes,None,Plant Cotton in Clay soil with Drip irrigation.,0.9,2024-06-18
Soybean,Soybean_Variety_3,Fiber,Flowering,Loamy,Medium,5.88,1.23,19,56,13,0.36,29.0,24.112112553271203,32.29247717906469,352.3,66.1,15.2,11.0,Sprinkler,2,1025.2,Soybean,Soybean_Variety_5,Vermicompost,Brand_2,276.7,Pre-plant,Blight,Low,Fungicide B,Spray,2458.4,2212-2704,177,Mechanical,Cold Storage,12.16,0.58,16429.78,1896.88,4866.77,716.47,13464.36,Yes,Pest Resistance,Plant Soybean in Loamy soil with Sprinkler irrigation.,0.26,2024-09-18
Potato,Potato_Variety_5,Legume,Seeding,Chalky,Fine,7.41,4.84,13,19,92,1.01,24.8,21.022376824637753,29.36233264950085,557.1,75.5,5.4,10.4,Manual,7,945.6,Wheat,Wheat_Variety_2,Urea,Brand_10,173.9,Pre-plant,Root Rot,Medium,None,Spray,1679.9,1511-1847,89,Mechanical,Warehouse,42.57,0.95,18808.57,1563.32,4508.27,502.83,52704.77,Yes,None,Plant Potato in Chalky soil with Manual irrigation.,0.89,2024-12-03
Rice,Rice_Variety_2,Tuber,Vegetative,Sandy,Fine,7.19,2.34,49,75,24,1.18,15.3,12.959669383314726,19.26737863825544,651.5,83.0,8.2,11.6,Drip,2,3727.4,Potato,Potato_Variety_4,MOP,Brand_2,193.4,Pre-plant,Aphids,High,Neem Oil,Soil Drench,2613.1,2351-2874,169,Mechanical,Warehouse,31.9,0.32,7669.37,557.59,2110.15,1085.8,75688.52,Yes,High Yield,Plant Rice in Sandy soil with Drip irrigation.,0.87,2024-08-17
Wheat,Wheat_Variety_3,Fiber,Harvesting,Peaty,Medium,6.67,1.41,62,36,56,0.16,24.8,21.42481865841995,27.969168546773357,279.7,81.1,13.4,8.0,Drip,5,2000.2,Sugarcane,Sugarcane_Variety_4,DAP,Brand_10,83.1,Flowering,Stem Borer,Low,None,Seed Treatment,7798.9,7019-8578,183,Mechanical,Cold Storage,29.92,0.1,19380.42,1510.9,2523.19,803.77,213962.67,Yes,None,Plant Wheat in Peaty soil with Drip irrigation.,0.1,2025-04-14
Potato,Potato_Variety_1,Fiber,Flowering,Loamy,Medium,6.72,4.74,88,79,12,0.45,20.2,17.33264526288543,24.288095180232315,378.5,50.1,13.0,8.6,Sprinkler,1,1136.1,Cotton,Cotton_Variety_3,Compost,Brand_8,287.9,Flowering,Aphids,Medium,Fungicide B,Soil Drench,6752.8,6077-7428,99,Mechanical,Cold Storage,13.8,0.39,11732.53,1076.31,2791.35,767.27,81456.11,Yes,High Yield,Plant Potato in Loamy soil with Sprinkler irrigation.,0.3,2024-08-11
Rice,Rice_Variety_3,Tuber,Vegetative,Peaty,Medium,7.02,1.03,46,50,54,0.57,19.2,16.26661153285982,23.783910873100048,582.6,67.3,8.4,4.0,Sprinkler,2,3749.7,Cotton,Cotton_Variety_1,NPK,Brand_1,63.2,Post-emergence,Aphids,High,Biological Control,Soil Drench,1694.9,1525-1864,158,Manual,Open Shed,35.63,0.6,8592.9,943.67,3692.9,660.63,51796.39,No,None,Plant Rice in Peaty soil with Sprinkler irrigation.,0.73,2025-04-04
Cotton,Cotton_Variety_1,Fiber,Vegetative,Silty,Medium,6.65,4.07,26,74,75,0.86,21.4,18.040440646443404,25.50368229122428,645.2,52.5,5.0,11.8,Sprinkler,2,3690.9,Maize,Maize_Variety_5,Compost,Brand_7,299.8,Pre-plant,Aphids,Medium,Biological Control,Soil Drench,6590.9,5931-7249,83,Manual,Warehouse,38.58,0.46,11893.71,1627.01,3207.89,812.75,242383.21,Yes,None,Plant Cotton in Silty soil with Sprinkler irrigation.,0.22,2025-03-03
Wheat,Wheat_Variety_2,Legume,Harvesting,Silty,Coarse,6.18,4.4,75,34,41,1.07,39.2,37.13693701041601,44.05686421098176,993.8,80.9,1.6,7.6,Sprinkler,6,1910.2,Wheat,Wheat_Variety_5,DAP,Brand_6,204.4,Pre-plant,Blight,High,None,Soil Drench,5695.9,5126-6265,112,Manual,Warehouse,20.66,0.67,15949.84,862.65,3232.74,1185.28,101727.45,Yes,None,Plant Wheat in Silty soil with Sprinkler irrigation.,0.67,2024-06-04
Potato,Potato_Variety_1,Fiber,Flowering,Sandy,Coarse,6.69,2.3,81,34,93,1.08,38.7,34.37854352212615,42.827251958339424,514.7,56.2,1.7,5.7,Surface,4,3293.1,Wheat,Wheat_Variety_4,Compost,Brand_10,75.8,Flowering,Root Rot,High,Fungicide B,Seed Treatment,7609.2,6848-8370,136,Manual,Open Shed,20.92,0.28,15517.11,701.25,1601.63,648.4,143667.35,No,None,Plant Potato in Sandy soil with Surface irrigation.,0.48,2024-05-10
Potato,Potato_Variety_4,Tuber,Seeding,Chalky,Medium,7.07,4.09,35,69,99,0.74,16.4,12.117363523348683,18.930509842545746,553.1,53.6,12.6,8.9,Surface,6,4150.0,Sugarcane,Sugarcane_Variety_1,Urea,Brand_3,247.7,Post-emergence,Leaf Spot,Low,None,Seed Treatment,1476.0,1328-1623,179,Manual,Warehouse,37.38,0.19,11843.32,1681.48,2641.34,1023.6,43329.56,Yes,Pest Resistance,Plant Potato in Chalky soil with Surface irrigation.,0.4,2024-06-06
Potato,Potato_Variety_1,Legume,Vegetative,Silty,Medium,6.28,1.17,79,70,61,0.72,34.5,30.058452476207457,36.51525318000077,381.7,40.9,11.4,11.5,Drip,2,1521.1,Barley,Barley_Variety_2,NPK,Brand_2,166.8,Flowering,Aphids,Medium,Biological Control,Seed Treatment,6815.1,6133-7496,109,Manual,Open Shed,24.53,0.26,7037.89,721.24,3848.91,944.48,160136.51,Yes,None,Plant Potato in Silty soil with Drip irrigation.,0.75,2024-10-20
Cotton,Cotton_Variety_3,Fiber,Flowering,Chalky,Fine,7.23,2.3,10,10,76,0.6,35.3,31.965089320666312,39.86976817224517,816.3,62.7,13.6,6.3,Drip,7,3921.1,Rice,Rice_Variety_5,Vermicompost,Brand_5,96.4,Post-emergence,Aphids,Low,Biological Control,Spray,5838.5,5254-6422,197,Manual,Cold Storage,46.52,0.25,16739.61,1789.2,4623.39,1443.4,254867.41,Yes,None,Plant Cotton in Chalky soil with Drip irrigation.,0.77,2025-04-05
Wheat,Wheat_Variety_3,Cereal,Harvesting,Clay,Coarse,6.15,1.82,24,62,18,0.84,20.5,17.298743700637523,24.027559334040106,403.9,35.2,15.2,9.5,Manual,2,1769.2,Rice,Rice_Variety_3,NPK,Brand_8,243.3,Flowering,Aphids,High,None,Spray,7580.4,6822-8338,170,Manual,Open Shed,22.2,0.84,19170.5,1470.87,1882.16,1111.98,149114.38,Yes,Pest Resistance,Plant Wheat in Clay soil with Manual irrigation.,0.16,2025-04-02
Barley,Barley_Variety_2,Fiber,Harvesting,Silty,Coarse,5.53,1.35,6,23,36,0.42,19.2,15.138823518487785,24.144080109835286,1099.1,31.4,4.9,4.5,Drip,1,1403.1,Barley,Barley_Variety_5,NPK,Brand_2,169.5,Pre-plant,Blight,Medium,Biological Control,Spray,2649.1,2384-2914,192,Manual,Open Shed,22.3,0.76,8941.32,636.94,3991.35,742.98,50133.61,Yes,Pest Resistance,Plant Barley in Silty soil with Drip irrigation.,0.24,2025-01-02
Soybean,Soybean_Variety_4,Tuber,Flowering,Chalky,Fine,6.13,2.3,72,49,71,0.53,37.2,34.14611951838909,41.07492800749163,541.8,63.3,9.3,9.0,Drip,4,4557.5,Barley,Barley_Variety_5,Urea,Brand_8,258.5,Post-emergence,Leaf Spot,None,Fungicide B,Seed Treatment,2460.2,2214-2706,200,Manual,Cold Storage,20.75,0.26,7780.64,1629.03,3652.32,1435.59,43268.51,No,None,Plant Soybean in Chalky soil with Drip irrigation.,0.16,2025-04-10
Rice,Rice_Variety_1,Tuber,Vegetative,Sandy,Coarse,6.23,1.57,32,87,39,1.49,36.3,33.66803666618248,39.989617519443854,607.9,57.3,12.0,12.0,Manual,4,3147.6,Wheat,Wheat_Variety_4,Compost,Brand_6,179.9,Post-emergence,Stem Borer,Low,Neem Oil,Soil Drench,5180.9,4662-5698,135,Mechanical,Cold Storage,14.33,0.22,8931.8,1670.2,3984.57,945.87,65310.5,Yes,Drought Resistance,Plant Rice in Sandy soil with Manual irrigation.,0.98,2024-06-05
Soybean,Soybean_Variety_4,Fiber,Harvesting,Sandy,Fine,6.07,2.03,41,96,78,0.85,23.4,19.410807982769285,25.531395110572642,1160.7,52.9,18.9,4.5,Surface,1,527.0,Cotton,Cotton_Variety_2,Vermicompost,Brand_10,180.1,Post-emergence,Stem Borer,None,Biological Control,Spray,6791.6,6112-7470,102,Mechanical,Warehouse,19.58,0.4,14309.63,1319.63,3876.73,526.84,118669.9,Yes,High Yield,Plant Soybean in Sandy soil with Surface irrigation.,0.62,2024-12-28
Soybean,Soybean_Variety_2,Legume,Vegetative,Loamy,Fine,7.14,1.28,98,10,29,0.29,36.7,34.49362798662582,40.93639178990477,1188.7,45.4,1.2,9.7,Manual,5,2862.5,Maize,Maize_Variety_2,Urea,Brand_4,214.4,Pre-plant,Aphids,None,Neem Oil,Soil Drench,5900.3,5310-6490,144,Manual,Cold Storage,34.13,0.06,5006.14,1839.0,3535.81,1284.66,196371.1,Yes,High Yield,Plant Soybean in Loamy soil with Manual irrigation.,0.51,2024-11-06
Maize,Maize_Variety_1,Fiber,Seeding,Clay,Coarse,7.21,1.91,20,27,86,0.91,32.5,27.693496329095762,35.136298968855854,257.3,57.9,4.0,5.2,Manual,6,2763.7,Cotton,Cotton_Variety_3,MOP,Brand_1,214.0,Flowering,Root Rot,Low,Biological Control,Seed Treatment,5671.3,5104-6238,157,Mechanical,Warehouse,31.25,0.76,15132.07,1780.47,3074.41,1460.88,162096.05,Yes,Pest Resistance,Plant Maize in Clay soil with Manual irrigation.,0.39,2024-07-14
Rice,Rice_Variety_4,Cereal,Flowering,Sandy,Coarse,7.88,3.18,80,88,46,1.2,36.4,33.66463046015327,39.655189743978774,1069.3,35.0,9.1,10.5,Manual,3,3165.7,Cotton,Cotton_Variety_2,Urea,Brand_6,260.9,Pre-plant,Blight,Medium,Pesticide A,Soil Drench,4708.6,4237-5179,137,Mechanical,Cold Storage,32.18,0.19,16583.01,1675.49,2864.71,1019.2,134939.74,No,None,Plant Rice in Sandy soil with Manual irrigation.,0.56,2024-07-23
Potato,Potato_Variety_2,Legume,Harvesting,Peaty,Medium,6.26,3.33,53,57,8,0.51,30.5,27.719309118233852,33.778833737572235,997.2,84.2,4.6,6.2,Manual,6,1337.4,Potato,Potato_Variety_4,NPK,Brand_5,180.7,Post-emergence,Stem Borer,None,Biological Control,Seed Treatment,6517.0,5865-7168,108,Mechanical,Cold Storage,12.69,0.86,14038.76,867.57,2454.82,1487.69,68661.97,Yes,None,Plant Potato in Peaty soil with Manual irrigation.,0.67,2024-06-19
